,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kelly,,,,,,,,,,,,,,,,
,home,away,home_goal,away_goal,home_shots,away_shots,home_possession,away_possession,outcome,win_prob,draw_prob,lose_prob,,,,,,,,,,win_prob,draw_prob,lose_prob,RPS,BS,,,,,,,,,,,,,,,,,,,,Win,Draw,Loose,,,,,,,,,,,,,,
234,Paysandu,Juventude,3,3,21,9,0.61,0.39,0,0.379780093,0.276990208,0.343229698,,0,0,0,,0.379780093,0.276990208,0.343229698,,0.379780093,0.276990208,0.343229698,,,,2,,2.41,2.97,3.47,,0.414937759,0.336700337,0.288184438,,1.039822534,,0.399046708,0.323805578,0.277147714,,,,0.122427434,0.033552568,0.153958718,,948.9856021,0,0,"R$ 3,495.53",427.9492591,117.2841406,538.167931,,,0.000371202,0.002191679,0.004366829,0.00692971
235,Ponte Preta,Vila Nova,1,1,3,5,0.52,0.48,0,0.408329897,0.401310836,0.190359266,,0,0,0,,0.408329897,0.401310836,0.190359266,,0.408329897,0.401310836,0.190359266,,,,2,,2.3,2.95,3.76,,0.434782609,0.338983051,0.265957447,,1.039723106,,0.418171536,0.326032045,0.255796418,,,,0.151082026,0.198365357,0,,0,348.3338976,0,"R$ 2,760.47",417.0568811,547.5809339,0,,,9.68579E-05,0.005666896,0.004282021,0.010045775
236,CRB,Sampaio CorrÃªa,2,1,8,14,0.39,0.61,1,0.382664536,0.262161292,0.355174172,,0,0,0,,0.382664536,0.262161292,0.355174172,,0.382664536,0.262161292,0.355174172,,,,1,,1.85,3.34,4.93,,0.540540541,0.299401198,0.202839757,,1.042781495,,0.518364147,0.287117866,0.194517986,,,,0.048969691,0.041251499,0.224377858,,0,1615.363755,0,"R$ 3,411.19",167.0450413,140.7168047,765.3960666,,,0.018414384,0.000622831,0.02581041,0.044847625
237,AvaÃ­,Figueirense,0,1,24,7,0.59,0.41,-1,0.474464666,0.255943763,0.269591571,,0,0,0,,0.474464666,0.255943763,0.269591571,,0.474464666,0.255943763,0.269591571,,,,3,,2.02,3.09,4.51,,0.495049505,0.323624595,0.22172949,,1.04040359,,0.475824487,0.311056785,0.213118728,,,,0.214298659,0.015148864,0.107638483,,309.0333265,0,0,"R$ 2,647.07",567.2631046,40.10007262,284.9263735,,,1.84911E-06,0.003037445,0.003189182,0.006228476
238,GoiÃ¡s,Fortaleza,3,1,13,10,0.43,0.57,1,0.244009803,0.239483804,0.516506393,,0,0,0,,0.244009803,0.239483804,0.516506393,,0.244009803,0.239483804,0.516506393,,,,1,,2.48,3.27,3.03,,0.403225806,0.305810398,0.330033003,,1.039069207,,0.388064437,0.294311866,0.317623697,,,,0,0.006910044,0.356937546,,0,0,1285.017944,"R$ 3,039.80",0,21.0051255,1085.017434,,,0.020751738,0.003006116,0.039554327,0.063312181
239,Boa,CSA,3,0,17,10,0.48,0.52,1,0.047264093,0.218969275,0.733766632,,0,0,0,,0.047264093,0.218969275,0.733766632,,0.047264093,0.218969275,0.733766632,,,,1,,0,0,0,,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0,0,0,"R$ 1,933.77",0,0,0,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
240,Guarani,GoiÃ¡s,0,2,16,14,0.65,0.35,-1,0.574096039,0.196285124,0.229618838,,0,0,0,,0.574096039,0.196285124,0.229618838,,0.574096039,0.196285124,0.229618838,,,,3,,2.2,3.1,3.35,,0.454545455,0.322580645,0.298507463,,1.075633562,,0.422583927,0.299898271,0.277517803,,,,0.380503329,0,0,,0,0,0,"R$ 1,933.77",735.8073499,0,0,,,0.02295592,0.010735684,0.002294311,0.035985915
241,SÃ£o Bento,Paysandu,1,0,7,14,0.54,0.46,1,0.472757509,0.270256408,0.256986083,,0,0,0,,0.472757509,0.270256408,0.256986083,,0.472757509,0.270256408,0.256986083,,,,1,,2.15,2.9,3.85,,0.465116279,0.344827586,0.25974026,,1.069684125,,0.434816474,0.322363937,0.242819589,,,,0.227528443,0.018620687,0.063995455,,0,0,0,"R$ 1,197.97",272.57143,22.3069569,76.66440503,,,0.001439522,0.002715195,0.00020069,0.004355406
242,Juventude,CriciÃºma,0,1,9,3,0.51,0.49,-1,0.428271646,0.271794383,0.299933971,,0,0,0,,0.428271646,0.271794383,0.299933971,,0.428271646,0.271794383,0.299933971,,,,3,,2.05,2.9,4,,0.487804878,0.344827586,0.25,,1.082632464,,0.450572927,0.318508448,0.230918625,,,,0.149379766,0.020688998,0.124917464,,586.0285746,0,0,"R$ 1,412.45",210.9917764,29.22222012,176.4399442,,,0.000497347,0.002182204,0.004763118,0.007442669
243,AvaÃ­,CRB,1,0,14,11,0.46,0.54,1,0.60496046,0.235986311,0.15905323,,0,0,0,,0.60496046,0.235986311,0.15905323,,0.60496046,0.235986311,0.15905323,,,,1,,0,0,0,,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0,0,705.7597768,"R$ 1,701.56",0,0,0,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
244,Fortaleza,Figueirense,2,2,18,6,0.59,0.41,0,0.472214534,0.270357448,0.257428018,,0,0,0,,0.472214534,0.270357448,0.257428018,,0.472214534,0.270357448,0.257428018,,,,2,,1.61,3.55,5.75,,0.621118012,0.281690141,0.173913043,,1.076721197,,0.576860578,0.26161846,0.161520962,,,,0.144397474,0.064824335,0.128285065,,0,0,0,"R$ 1,701.56",245.7006803,110.3023666,218.2844802,,,0.010950795,7.63699E-05,0.009198163,0.020225328
245,Vila Nova,Oeste,1,1,17,11,0.59,0.41,0,0.315225592,0.381355964,0.303418444,,0,0,0,,0.315225592,0.381355964,0.303418444,,0.315225592,0.381355964,0.303418444,,,,2,,2.41,3.01,3.41,,0.414937759,0.332225914,0.293255132,,1.040418805,,0.398818012,0.319319405,0.281862583,,,,0.031086833,0.175826384,0.099142328,,0,391.5734013,0,"R$ 1,518.84",47.21604717,267.0528293,150.5817191,,,0.006987693,0.003848535,0.000464655,0.011300882
246,AtlÃ©tico GO,Ponte Preta,2,0,13,9,0.49,0.51,1,0.399920255,0.239596563,0.360483182,,0,0,0,,0.399920255,0.239596563,0.360483182,,0.399920255,0.239596563,0.360483182,,,,1,,2.4,2.9,3.1,,0.416666667,0.344827586,0.322580645,,1.084074898,,0.384352287,0.318084652,0.297563061,,,,0.149887028,0,0.154187434,,0,803.8290161,0,"R$ 1,857.82",278.4634648,0,286.4528557,,,0.000242362,0.00616038,0.003958942,0.010361683
247,CSA,Londrina,4,1,9,11,0.44,0.56,1,0.617359039,0.223667608,0.158973353,,0,0,0,,0.617359039,0.223667608,0.158973353,,0.617359039,0.223667608,0.158973353,,,,1,,1.91,3.15,4.4,,0.523560209,0.317460317,0.227272727,,1.068293254,,0.490090345,0.297165892,0.212743763,,,,0.417023457,0,0,,668.3123156,0,0,"R$ 1,961.22",817.8740392,0,0,,,0.01619732,0.005401998,0.002891257,0.024490575
248,Coritiba,Boa,2,1,8,7,0.52,0.48,1,0.752521834,0.190324204,0.057153962,,0,0,0,,0.752521834,0.190324204,0.057153962,,0.752521834,0.190324204,0.057153962,,,,1,,1.91,3,4.75,,0.523560209,0.333333333,0.210526316,,1.067419859,,0.490491352,0.312279494,0.197229154,,,,0.622952114,0,0,,1562.139415,0,0,"R$ 2,705.48",1685.386779,0,0,,,0.068659973,0.014873093,0.019621059,0.103154126
249,Sampaio CorrÃªa,Brasil de Pelotas,1,2,18,3,0.63,0.37,-1,0.473629174,0.286031416,0.24033941,,0,0,0,,0.473629174,0.286031416,0.24033941,,0.473629174,0.286031416,0.24033941,,,,3,,2.15,2.9,3.85,,0.465116279,0.344827586,0.25974026,,1.069684125,,0.434816474,0.322363937,0.242819589,,,,0.228805534,0.039835353,0.043024971,,3219.088747,0,0,"R$ 4,239.19",969.9491368,168.869455,182.3908399,,,0.001506426,0.001320052,6.15129E-06,0.002832629
